spec,instrument_label,outcome,controls,model,N,clusters,ols_diff_b,ols_diff_se,ols_diff_p,iv_diff_b,iv_diff_se,iv_diff_p,iv_low_b,iv_low_p,first_stage_f,weak_D_f,weak_DM_f,sargan_p,status,scope,anchor
official_x_geo_area_rugged,Official schedule x terrain-area survey difficulty,any_rentin,farm_income,interaction_iv,2778,130,0.14631466945480534,0.06379657945492441,0.021821746356987637,0.17666909878937342,0.10531006423919805,0.09342347836693898,-0.18645173599470524,0.12127515546381051,9.439187273771735,,9.439187273771735,,ok,mech,signoff_or_issue_t
official_x_geo_area_rugged,Official schedule x terrain-area survey difficulty,asinh_rentin,farm_income,interaction_iv,2772,130,0.2894744354772511,0.14161093951921333,0.04093842863304209,0.39745416106314374,0.1904802524168438,0.03692522569505319,-0.22714566272265907,0.345594594943599,9.439868208250084,,9.439868208250084,,ok,mech,signoff_or_issue_t
official_x_geo_area_rugged,Official schedule x terrain-area survey difficulty,any_rentin,farm_income,full_treatment_iv,2778,130,0.14631466945480534,0.06379657945492441,0.021821746356987637,0.17345093600972494,0.11140485652420469,0.11948418003386574,1.5057146861611244,0.5339193992608897,0.7717080459365188,0.7717080459365188,12.29773275804129,,ok,mech,signoff_or_issue_t
official_x_geo_area_rugged,Official schedule x terrain-area survey difficulty,asinh_rentin,farm_income,full_treatment_iv,2772,130,0.2894744354772511,0.14161093951921333,0.04093842863304209,0.3917329388570329,0.20465765796344035,0.055608805411099915,2.6770600000536455,0.5206088144690197,0.7409586011111838,0.7409586011111838,12.298725064540804,,ok,mech,signoff_or_issue_t
official_x_geo_area_rugged,Official schedule x terrain-area survey difficulty,any_rentin,baseline_bundle,interaction_iv,2538,128,0.13267088800259452,0.0696620382703461,0.056845963103603125,0.2462037404280164,0.14041291121505298,0.07952879997380591,-0.2026462744199999,0.10235202312061653,10.744371993918355,,10.744371993918355,,ok,mech,signoff_or_issue_t
official_x_geo_area_rugged,Official schedule x terrain-area survey difficulty,asinh_rentin,baseline_bundle,interaction_iv,2532,128,0.2774287977544273,0.14850961545717925,0.06175002434051846,0.469195167012203,0.22824679020685226,0.03981641138384395,-0.24869865454932458,0.3292664717691145,10.745002568716934,,10.745002568716934,,ok,mech,signoff_or_issue_t
official_x_geo_area_rugged,Official schedule x terrain-area survey difficulty,any_rentin,baseline_bundle,full_treatment_iv,2538,128,0.13267088800259452,0.0696620382703461,0.056845963103603125,0.31541336344764603,0.21337067741367305,0.13934318319584604,2.4396133054568256,0.4898188666662664,1.2513283998580538,1.2513283998580538,13.96969140031021,,ok,mech,signoff_or_issue_t
official_x_geo_area_rugged,Official schedule x terrain-area survey difficulty,asinh_rentin,baseline_bundle,full_treatment_iv,2532,128,0.2774287977544273,0.14850961545717925,0.06175002434051846,0.5834252684745393,0.3364655190092667,0.08292121640039252,4.144422195791602,0.4821620024500022,1.226983041997204,1.226983041997204,13.970887213430377,,ok,mech,signoff_or_issue_t
official_x_survey_net_distance,Official schedule x survey difficulty net of simple distance,any_rentin,farm_income,interaction_iv,2778,130,0.14631466945480534,0.06379657945492441,0.021821746356987637,0.24425936867678963,0.11250302634681417,0.029920894754374316,-0.18645173599470524,0.12127515546381051,9.894897973379004,,9.894897973379004,,ok,mech,signoff_or_issue_t
official_x_survey_net_distance,Official schedule x survey difficulty net of simple distance,asinh_rentin,farm_income,interaction_iv,2772,130,0.2894744354772511,0.14161093951921333,0.04093842863304209,0.5294467260695478,0.2148444580087212,0.013727129840673147,-0.22714566272265907,0.345594594943599,9.895538207648073,,9.895538207648073,,ok,mech,signoff_or_issue_t
official_x_survey_net_distance,Official schedule x survey difficulty net of simple distance,any_rentin,farm_income,full_treatment_iv,2778,130,0.14631466945480534,0.06379657945492441,0.021821746356987637,0.2474811546652471,0.12006898260591693,0.03928796053226358,1.3323605671483518,0.5238206504903178,0.8260242091443822,0.8260242091443822,12.222184583470362,,ok,mech,signoff_or_issue_t
official_x_survey_net_distance,Official schedule x survey difficulty net of simple distance,asinh_rentin,farm_income,full_treatment_iv,2772,130,0.2894744354772511,0.14161093951921333,0.04093842863304209,0.5388233526030732,0.24126209579694935,0.02552569488678058,4.284914569133086,0.44925543954523706,0.7741203801689429,0.7741203801689429,12.225755983362259,,ok,mech,signoff_or_issue_t
official_x_survey_net_distance,Official schedule x survey difficulty net of simple distance,any_rentin,baseline_bundle,interaction_iv,2538,128,0.13267088800259452,0.0696620382703461,0.056845963103603125,0.2575181055594171,0.1334768493198016,0.053692495570176524,-0.2026462744199999,0.10235202312061653,11.020205148233275,,11.020205148233275,,ok,mech,signoff_or_issue_t
official_x_survey_net_distance,Official schedule x survey difficulty net of simple distance,asinh_rentin,baseline_bundle,interaction_iv,2532,128,0.2774287977544273,0.14850961545717925,0.06175002434051846,0.5439881094039118,0.2344643222175459,0.020333753285618927,-0.24869865454932458,0.3292664717691145,11.021038282729963,,11.021038282729963,,ok,mech,signoff_or_issue_t
official_x_survey_net_distance,Official schedule x survey difficulty net of simple distance,any_rentin,baseline_bundle,full_treatment_iv,2538,128,0.13267088800259452,0.0696620382703461,0.056845963103603125,0.2946034833620617,0.16573378783697307,0.07547443110179564,1.178136567129135,0.5234502281841302,1.32130799076797,1.32130799076797,13.54567176243598,,ok,mech,signoff_or_issue_t
official_x_survey_net_distance,Official schedule x survey difficulty net of simple distance,asinh_rentin,baseline_bundle,full_treatment_iv,2532,128,0.2774287977544273,0.14850961545717925,0.06175002434051846,0.6597347120926911,0.31574184407106737,0.03666497970023763,4.08126489797017,0.42300134527647737,1.2806823193538075,1.2806823193538075,13.549459435984055,,ok,mech,signoff_or_issue_t
official_x_survey_cost,Official schedule x raw survey-cost index,any_rentin,farm_income,interaction_iv,2778,130,0.14631466945480534,0.06379657945492441,0.021821746356987637,0.06917830705227056,0.12567167421113246,0.5819980271760481,-0.18645173599470524,0.12127515546381051,6.131013779236594,,6.131013779236594,,ok,mech,signoff_or_issue_t
official_x_survey_cost,Official schedule x raw survey-cost index,asinh_rentin,farm_income,interaction_iv,2772,130,0.2894744354772511,0.14161093951921333,0.04093842863304209,0.18280822646110376,0.21033347817130918,0.38477319375460173,-0.22714566272265907,0.345594594943599,6.131468003881681,,6.131468003881681,,ok,mech,signoff_or_issue_t
official_x_survey_cost,Official schedule x raw survey-cost index,any_rentin,farm_income,full_treatment_iv,2778,130,0.14631466945480534,0.06379657945492441,0.021821746356987637,0.05926291838029104,0.1333205405126753,0.6566706208871005,1.8098607393583113,0.629603139663188,0.4576693607759188,0.4576693607759188,7.2239862566857855,,ok,mech,signoff_or_issue_t
official_x_survey_cost,Official schedule x raw survey-cost index,asinh_rentin,farm_income,full_treatment_iv,2772,130,0.2894744354772511,0.14161093951921333,0.04093842863304209,0.18345651874206748,0.20882405441360205,0.37966052275741813,-0.35457958508008314,0.9335643833185336,0.4673972851529065,0.4673972851529065,7.223877162280294,,ok,mech,signoff_or_issue_t
official_x_survey_cost,Official schedule x raw survey-cost index,any_rentin,baseline_bundle,interaction_iv,2538,128,0.13267088800259452,0.0696620382703461,0.056845963103603125,0.24041873940916905,0.17077341117624922,0.1591834822030327,-0.2026462744199999,0.10235202312061653,6.950021192281697,,6.950021192281697,,ok,mech,signoff_or_issue_t
official_x_survey_cost,Official schedule x raw survey-cost index,asinh_rentin,baseline_bundle,interaction_iv,2532,128,0.2774287977544273,0.14850961545717925,0.06175002434051846,0.3613399009598904,0.25297569043815926,0.1531887849844049,-0.24869865454932458,0.3292664717691145,6.950160012201507,,6.950160012201507,,ok,mech,signoff_or_issue_t
official_x_survey_cost,Official schedule x raw survey-cost index,any_rentin,baseline_bundle,full_treatment_iv,2538,128,0.13267088800259452,0.0696620382703461,0.056845963103603125,0.5010967567094031,0.838537040423763,0.550117194235793,8.252506203282394,0.7047820965151106,1.066684736082379,1.066684736082379,8.081095289628115,,ok,mech,signoff_or_issue_t
official_x_survey_cost,Official schedule x raw survey-cost index,asinh_rentin,baseline_bundle,full_treatment_iv,2532,128,0.2774287977544273,0.14850961545717925,0.06175002434051846,0.49587017030915526,0.6068825539849031,0.41388405516322324,4.157953420164347,0.7662225854442408,1.0606672745238894,1.0606672745238894,8.081486912733748,,ok,mech,signoff_or_issue_t
official_x_geo_area_rugged,Official schedule x terrain-area survey difficulty,any_rentin,farm_income,interaction_iv,2772,130,0.11752845247599548,0.060613244013228484,0.052502599092824065,0.17831912225129842,0.10311023775121864,0.08373704940659876,-0.15255729528500048,0.16090825747910298,10.083049102736219,,10.083049102736219,,ok,mech,completed_t
official_x_geo_area_rugged,Official schedule x terrain-area survey difficulty,asinh_rentin,farm_income,interaction_iv,2766,130,0.23581902796749163,0.1236509800336107,0.056503195745820634,0.39604798711325795,0.186140788408865,0.03336364455718699,-0.16465538133961316,0.4497471165683089,10.08410032968476,,10.08410032968476,,ok,mech,completed_t
official_x_geo_area_rugged,Official schedule x terrain-area survey difficulty,any_rentin,farm_income,full_treatment_iv,2772,130,0.11752845247599548,0.060613244013228484,0.052502599092824065,0.0918166271676455,0.21615375754003507,0.6710009912604404,2.466941463373541,0.6657709273193264,0.9283728813530104,0.9283728813530104,13.27509920509365,,ok,mech,completed_t
official_x_geo_area_rugged,Official schedule x terrain-area survey difficulty,asinh_rentin,farm_income,full_treatment_iv,2766,130,0.23581902796749163,0.1236509800336107,0.056503195745820634,0.2511096190419023,0.3719838704663256,0.49964074130853064,4.238699480982582,0.6534834344652651,0.9189856519098671,0.9189856519098671,13.276538855836753,,ok,mech,completed_t
official_x_geo_area_rugged,Official schedule x terrain-area survey difficulty,any_rentin,baseline_bundle,interaction_iv,2532,128,0.10788312833093061,0.06418620543788198,0.0928049344380304,0.24907259579152127,0.1375640677109253,0.07020381154430999,-0.16318616113664433,0.14700877700159043,11.402207518366874,,11.402207518366874,,ok,mech,completed_t
official_x_geo_area_rugged,Official schedule x terrain-area survey difficulty,asinh_rentin,baseline_bundle,interaction_iv,2526,128,0.23418469579980117,0.13140598153756533,0.07472536227484072,0.47043969528203444,0.2234360677837136,0.03524973200430237,-0.1800002013175394,0.4324902711837968,11.403101746603978,,11.403101746603978,,ok,mech,completed_t
