county_id_num,county_id,prov_id,prov_name,county_name,year,county_start_year,county_complete_year,county_review_year,county_completion_rate,county_pilot_year,county_rollout_start_year,county_signoff_year,county_issue_year,county_pilot_to_signoff_span,county_pilot_to_complete_span,county_progress_metric_type,n_township_impute,county_sat_t,county_started_t,county_completed_t,county_signedoff_t,county_issued_t,county_reviewed_t
110302,110302,11,Beijing,北京市旧码历史样本区(110302),2009,,2021.0,,,,,,2021.0,,,,,0.0,,0.0,,0.0,
110302,110302,11,Beijing,北京市旧码历史样本区(110302),2010,,2021.0,,,,,,2021.0,,,,,0.0,,0.0,,0.0,
110302,110302,11,Beijing,北京市旧码历史样本区(110302),2011,,2021.0,,,,,,2021.0,,,,,0.0,,0.0,,0.0,
110302,110302,11,Beijing,北京市旧码历史样本区(110302),2012,,2021.0,,,,,,2021.0,,,,,0.0,,0.0,,0.0,
110302,110302,11,Beijing,北京市旧码历史样本区(110302),2013,,2021.0,,,,,,2021.0,,,,,0.0,,0.0,,0.0,
110302,110302,11,Beijing,北京市旧码历史样本区(110302),2014,,2021.0,,,,,,2021.0,,,,,0.0,,0.0,,0.0,
110302,110302,11,Beijing,北京市旧码历史样本区(110302),2015,,2021.0,,,,,,2021.0,,,,,0.0,,0.0,,0.0,
110302,110302,11,Beijing,北京市旧码历史样本区(110302),2016,,2021.0,,,,,,2021.0,,,,,0.0,,0.0,,0.0,
110302,110302,11,Beijing,北京市旧码历史样本区(110302),2017,,2021.0,,,,,,2021.0,,,,,0.0,,0.0,,0.0,
110302,110302,11,Beijing,北京市旧码历史样本区(110302),2018,,2021.0,,,,,,2021.0,,,,,0.0,,0.0,,0.0,
110302,110302,11,Beijing,北京市旧码历史样本区(110302),2019,,2021.0,,,,,,2021.0,,,,,0.0,,0.0,,0.0,
110302,110302,11,Beijing,北京市旧码历史样本区(110302),2020,,2021.0,,,,,,2021.0,,,,,0.0,,0.0,,0.0,
110302,110302,11,Beijing,北京市旧码历史样本区(110302),2021,,2021.0,,,,,,2021.0,,,,,1.0,,1.0,,1.0,
110502,110502,11,Beijing,北京市旧码城区组(110502),2009,,2021.0,,,,,,2021.0,,,,,0.0,,0.0,,0.0,
110502,110502,11,Beijing,北京市旧码城区组(110502),2010,,2021.0,,,,,,2021.0,,,,,0.0,,0.0,,0.0,
110502,110502,11,Beijing,北京市旧码城区组(110502),2011,,2021.0,,,,,,2021.0,,,,,0.0,,0.0,,0.0,
110502,110502,11,Beijing,北京市旧码城区组(110502),2012,,2021.0,,,,,,2021.0,,,,,0.0,,0.0,,0.0,
110502,110502,11,Beijing,北京市旧码城区组(110502),2013,,2021.0,,,,,,2021.0,,,,,0.0,,0.0,,0.0,
110502,110502,11,Beijing,北京市旧码城区组(110502),2014,,2021.0,,,,,,2021.0,,,,,0.0,,0.0,,0.0,
110502,110502,11,Beijing,北京市旧码城区组(110502),2015,,2021.0,,,,,,2021.0,,,,,0.0,,0.0,,0.0,
110502,110502,11,Beijing,北京市旧码城区组(110502),2016,,2021.0,,,,,,2021.0,,,,,0.0,,0.0,,0.0,
110502,110502,11,Beijing,北京市旧码城区组(110502),2017,,2021.0,,,,,,2021.0,,,,,0.0,,0.0,,0.0,
110502,110502,11,Beijing,北京市旧码城区组(110502),2018,,2021.0,,,,,,2021.0,,,,,0.0,,0.0,,0.0,
110502,110502,11,Beijing,北京市旧码城区组(110502),2019,,2021.0,,,,,,2021.0,,,,,0.0,,0.0,,0.0,
110502,110502,11,Beijing,北京市旧码城区组(110502),2020,,2021.0,,,,,,2021.0,,,,,0.0,,0.0,,0.0,
110502,110502,11,Beijing,北京市旧码城区组(110502),2021,,2021.0,,,,,,2021.0,,,,,1.0,,1.0,,1.0,
230203,230203,23,Heilongjiang,建华区,2009,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230203,230203,23,Heilongjiang,建华区,2010,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230203,230203,23,Heilongjiang,建华区,2011,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230203,230203,23,Heilongjiang,建华区,2012,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230203,230203,23,Heilongjiang,建华区,2013,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230203,230203,23,Heilongjiang,建华区,2014,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230203,230203,23,Heilongjiang,建华区,2015,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230203,230203,23,Heilongjiang,建华区,2016,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230203,230203,23,Heilongjiang,建华区,2017,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230203,230203,23,Heilongjiang,建华区,2018,,2018.0,,,,,,,,,,,1.0,,1.0,,,
230203,230203,23,Heilongjiang,建华区,2019,,2018.0,,,,,,,,,,,1.0,,1.0,,,
230203,230203,23,Heilongjiang,建华区,2020,,2018.0,,,,,,,,,,,1.0,,1.0,,,
230203,230203,23,Heilongjiang,建华区,2021,,2018.0,,,,,,,,,,,1.0,,1.0,,,
230401,230401,23,Heilongjiang,鹤岗市市辖区,2009,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230401,230401,23,Heilongjiang,鹤岗市市辖区,2010,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230401,230401,23,Heilongjiang,鹤岗市市辖区,2011,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230401,230401,23,Heilongjiang,鹤岗市市辖区,2012,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230401,230401,23,Heilongjiang,鹤岗市市辖区,2013,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230401,230401,23,Heilongjiang,鹤岗市市辖区,2014,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230401,230401,23,Heilongjiang,鹤岗市市辖区,2015,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230401,230401,23,Heilongjiang,鹤岗市市辖区,2016,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230401,230401,23,Heilongjiang,鹤岗市市辖区,2017,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230401,230401,23,Heilongjiang,鹤岗市市辖区,2018,,2018.0,,,,,,,,,,,1.0,,1.0,,,
230401,230401,23,Heilongjiang,鹤岗市市辖区,2019,,2018.0,,,,,,,,,,,1.0,,1.0,,,
230401,230401,23,Heilongjiang,鹤岗市市辖区,2020,,2018.0,,,,,,,,,,,1.0,,1.0,,,
230401,230401,23,Heilongjiang,鹤岗市市辖区,2021,,2018.0,,,,,,,,,,,1.0,,1.0,,,
230402,230402,23,Heilongjiang,向阳区,2009,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230402,230402,23,Heilongjiang,向阳区,2010,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230402,230402,23,Heilongjiang,向阳区,2011,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230402,230402,23,Heilongjiang,向阳区,2012,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230402,230402,23,Heilongjiang,向阳区,2013,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230402,230402,23,Heilongjiang,向阳区,2014,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230402,230402,23,Heilongjiang,向阳区,2015,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230402,230402,23,Heilongjiang,向阳区,2016,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230402,230402,23,Heilongjiang,向阳区,2017,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230402,230402,23,Heilongjiang,向阳区,2018,,2018.0,,,,,,,,,,,1.0,,1.0,,,
230402,230402,23,Heilongjiang,向阳区,2019,,2018.0,,,,,,,,,,,1.0,,1.0,,,
230402,230402,23,Heilongjiang,向阳区,2020,,2018.0,,,,,,,,,,,1.0,,1.0,,,
230402,230402,23,Heilongjiang,向阳区,2021,,2018.0,,,,,,,,,,,1.0,,1.0,,,
230403,230403,23,Heilongjiang,工农区,2009,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230403,230403,23,Heilongjiang,工农区,2010,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230403,230403,23,Heilongjiang,工农区,2011,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230403,230403,23,Heilongjiang,工农区,2012,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230403,230403,23,Heilongjiang,工农区,2013,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230403,230403,23,Heilongjiang,工农区,2014,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230403,230403,23,Heilongjiang,工农区,2015,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230403,230403,23,Heilongjiang,工农区,2016,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230403,230403,23,Heilongjiang,工农区,2017,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230403,230403,23,Heilongjiang,工农区,2018,,2018.0,,,,,,,,,,,1.0,,1.0,,,
230403,230403,23,Heilongjiang,工农区,2019,,2018.0,,,,,,,,,,,1.0,,1.0,,,
230403,230403,23,Heilongjiang,工农区,2020,,2018.0,,,,,,,,,,,1.0,,1.0,,,
230403,230403,23,Heilongjiang,工农区,2021,,2018.0,,,,,,,,,,,1.0,,1.0,,,
230501,230501,23,Heilongjiang,双鸭山市市辖区,2009,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230501,230501,23,Heilongjiang,双鸭山市市辖区,2010,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230501,230501,23,Heilongjiang,双鸭山市市辖区,2011,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230501,230501,23,Heilongjiang,双鸭山市市辖区,2012,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230501,230501,23,Heilongjiang,双鸭山市市辖区,2013,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230501,230501,23,Heilongjiang,双鸭山市市辖区,2014,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230501,230501,23,Heilongjiang,双鸭山市市辖区,2015,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230501,230501,23,Heilongjiang,双鸭山市市辖区,2016,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230501,230501,23,Heilongjiang,双鸭山市市辖区,2017,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230501,230501,23,Heilongjiang,双鸭山市市辖区,2018,,2018.0,,,,,,,,,,,1.0,,1.0,,,
230501,230501,23,Heilongjiang,双鸭山市市辖区,2019,,2018.0,,,,,,,,,,,1.0,,1.0,,,
230501,230501,23,Heilongjiang,双鸭山市市辖区,2020,,2018.0,,,,,,,,,,,1.0,,1.0,,,
230501,230501,23,Heilongjiang,双鸭山市市辖区,2021,,2018.0,,,,,,,,,,,1.0,,1.0,,,
230502,230502,23,Heilongjiang,尖山区,2009,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230502,230502,23,Heilongjiang,尖山区,2010,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230502,230502,23,Heilongjiang,尖山区,2011,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230502,230502,23,Heilongjiang,尖山区,2012,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230502,230502,23,Heilongjiang,尖山区,2013,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230502,230502,23,Heilongjiang,尖山区,2014,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230502,230502,23,Heilongjiang,尖山区,2015,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230502,230502,23,Heilongjiang,尖山区,2016,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230502,230502,23,Heilongjiang,尖山区,2017,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230502,230502,23,Heilongjiang,尖山区,2018,,2018.0,,,,,,,,,,,1.0,,1.0,,,
230502,230502,23,Heilongjiang,尖山区,2019,,2018.0,,,,,,,,,,,1.0,,1.0,,,
230502,230502,23,Heilongjiang,尖山区,2020,,2018.0,,,,,,,,,,,1.0,,1.0,,,
230502,230502,23,Heilongjiang,尖山区,2021,,2018.0,,,,,,,,,,,1.0,,1.0,,,
230503,230503,23,Heilongjiang,岭东区,2009,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230503,230503,23,Heilongjiang,岭东区,2010,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230503,230503,23,Heilongjiang,岭东区,2011,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230503,230503,23,Heilongjiang,岭东区,2012,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230503,230503,23,Heilongjiang,岭东区,2013,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230503,230503,23,Heilongjiang,岭东区,2014,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230503,230503,23,Heilongjiang,岭东区,2015,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230503,230503,23,Heilongjiang,岭东区,2016,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230503,230503,23,Heilongjiang,岭东区,2017,,2018.0,,,,,,,,,,,0.0,,0.0,,,
230503,230503,23,Heilongjiang,岭东区,2018,,2018.0,,,,,,,,,,,1.0,,1.0,,,
230503,230503,23,Heilongjiang,岭东区,2019,,2018.0,,,,,,,,,,,1.0,,1.0,,,
230503,230503,23,Heilongjiang,岭东区,2020,,2018.0,,,,,,,,,,,1.0,,1.0,,,
230503,230503,23,Heilongjiang,岭东区,2021,,2018.0,,,,,,,,,,,1.0,,1.0,,,
330401,330401,33,Zhejiang,嘉兴市市辖区,2009,,,,,,,,,,,,,,,,,,
330401,330401,33,Zhejiang,嘉兴市市辖区,2010,,,,,,,,,,,,,,,,,,
330401,330401,33,Zhejiang,嘉兴市市辖区,2011,,,,,,,,,,,,,,,,,,
330401,330401,33,Zhejiang,嘉兴市市辖区,2012,,,,,,,,,,,,,,,,,,
330401,330401,33,Zhejiang,嘉兴市市辖区,2013,,,,,,,,,,,,,,,,,,
330401,330401,33,Zhejiang,嘉兴市市辖区,2014,,,,,,,,,,,,,,,,,,
330401,330401,33,Zhejiang,嘉兴市市辖区,2015,,,,,,,,,,,,,,,,,,
330401,330401,33,Zhejiang,嘉兴市市辖区,2016,,,,,,,,,,,,,,,,,,
330401,330401,33,Zhejiang,嘉兴市市辖区,2017,,,,,,,,,,,,,,,,,,
330401,330401,33,Zhejiang,嘉兴市市辖区,2018,,,,65.12,,,,,,,certificate_rate,,0.6512,,,,,
330401,330401,33,Zhejiang,嘉兴市市辖区,2019,,,,,,,,,,,,,,,,,,
330401,330401,33,Zhejiang,嘉兴市市辖区,2020,,,,,,,,,,,,,,,,,,
330401,330401,33,Zhejiang,嘉兴市市辖区,2021,,,,,,,,,,,,,,,,,,
330402,330402,33,Zhejiang,Nanhu District,2009,,2016.0,,,,,,,,,,,0.0,,0.0,,,
330402,330402,33,Zhejiang,Nanhu District,2010,,2016.0,,,,,,,,,,,0.0,,0.0,,,
330402,330402,33,Zhejiang,Nanhu District,2011,,2016.0,,,,,,,,,,,0.0,,0.0,,,
330402,330402,33,Zhejiang,Nanhu District,2012,,2016.0,,,,,,,,,,,0.0,,0.0,,,
330402,330402,33,Zhejiang,Nanhu District,2013,,2016.0,,,,,,,,,,,0.0,,0.0,,,
330402,330402,33,Zhejiang,Nanhu District,2014,,2016.0,,,,,,,,,,,0.0,,0.0,,,
330402,330402,33,Zhejiang,Nanhu District,2015,,2016.0,,,,,,,,,,,0.0,,0.0,,,
330402,330402,33,Zhejiang,Nanhu District,2016,,2016.0,,,,,,,,,,,1.0,,1.0,,,
330402,330402,33,Zhejiang,Nanhu District,2017,,2016.0,,,,,,,,,,,1.0,,1.0,,,
330402,330402,33,Zhejiang,Nanhu District,2018,,2016.0,,91.0,,,,,,,certificate_rate,,0.91,,1.0,,,
330402,330402,33,Zhejiang,Nanhu District,2019,,2016.0,,,,,,,,,,,1.0,,1.0,,,
330402,330402,33,Zhejiang,Nanhu District,2020,,2016.0,,,,,,,,,,,1.0,,1.0,,,
330402,330402,33,Zhejiang,Nanhu District,2021,,2016.0,,,,,,,,,,,1.0,,1.0,,,
330501,330501,33,Zhejiang,湖州市市辖区,2009,,,,,,,,,,,,,,,,,,
330501,330501,33,Zhejiang,湖州市市辖区,2010,,,,,,,,,,,,,,,,,,
330501,330501,33,Zhejiang,湖州市市辖区,2011,,,,,,,,,,,,,,,,,,
330501,330501,33,Zhejiang,湖州市市辖区,2012,,,,,,,,,,,,,,,,,,
330501,330501,33,Zhejiang,湖州市市辖区,2013,,,,,,,,,,,,,,,,,,
330501,330501,33,Zhejiang,湖州市市辖区,2014,,,,,,,,,,,,,,,,,,
330501,330501,33,Zhejiang,湖州市市辖区,2015,,,,,,,,,,,,,,,,,,
330501,330501,33,Zhejiang,湖州市市辖区,2016,,,,,,,,,,,,,,,,,,
330501,330501,33,Zhejiang,湖州市市辖区,2017,,,,,,,,,,,,,,,,,,
330501,330501,33,Zhejiang,湖州市市辖区,2018,,,,84.84,,,,,,,certificate_rate,,0.8484,,,,,
330501,330501,33,Zhejiang,湖州市市辖区,2019,,,,,,,,,,,,,,,,,,
330501,330501,33,Zhejiang,湖州市市辖区,2020,,,,,,,,,,,,,,,,,,
330501,330501,33,Zhejiang,湖州市市辖区,2021,,,,,,,,,,,,,,,,,,
330602,330602,33,Zhejiang,Yuecheng District,2009,,2016.0,,,,,,,,,,,0.0,,0.0,,,
330602,330602,33,Zhejiang,Yuecheng District,2010,,2016.0,,,,,,,,,,,0.0,,0.0,,,
330602,330602,33,Zhejiang,Yuecheng District,2011,,2016.0,,,,,,,,,,,0.0,,0.0,,,
